customerID,churn_probability,risk_level
2659-VXMWZ,0.6,Medium Risk
0380-NEAVX,0.17,Low Risk
3207-OYBWH,0.19,Low Risk
4285-GYRQC,0.85,High Risk
7216-EWTRS,0.93,High Risk
4365-MSDYN,0.06,Low Risk
7036-TYDEC,0.2,Low Risk
5802-ADBRC,0.1,Low Risk
8076-FEZKJ,0.0,Low Risk
5197-YPYBZ,0.0,Low Risk
8337-MSSXB,0.77,High Risk
4312-GVYNH,0.0,Low Risk
8495-LJDFO,0.04,Low Risk
0839-JTCUD,0.0,Low Risk
5494-WOZRZ,0.01,Low Risk
1302-UHBDD,0.08,Low Risk
2234-EOFPT,0.0,Low Risk
8619-IJNDK,0.05,Low Risk
8378-LKJAF,0.17,Low Risk
8182-BJDSI,0.83,High Risk
2528-HFYZX,0.82,High Risk
1153-GNOLC,0.14,Low Risk
3298-QEICA,0.07,Low Risk
0788-DXBFY,0.03,Low Risk
3597-YASZG,0.06,Low Risk
3496-LFSZU,0.63,Medium Risk
5242-UOWHD,0.0,Low Risk
2482-CZGBB,0.76,High Risk
6479-SZPLM,0.0,Low Risk
8097-VBQTZ,0.01,Low Risk
4500-HKANN,0.01,Low Risk
9917-KWRBE,0.02,Low Risk
3420-ZDBMA,0.21,Low Risk
2212-LYASK,0.04,Low Risk
1393-IMKZG,0.36,Medium Risk
8069-RHUXK,0.02,Low Risk
3398-GCPMU,0.0,Low Risk
2908-WGAXL,0.04,Low Risk
3378-AJRAO,0.01,Low Risk
1013-QCWAM,0.13,Low Risk
0866-QLSIR,0.66,Medium Risk
6050-FFXES,0.07,Low Risk
7181-BQYBV,0.89,High Risk
0362-RAOQO,0.0,Low Risk
9554-DFKIC,0.04,Low Risk
5527-ACHSO,0.39,Medium Risk
0829-DDVLK,0.01,Low Risk
1399-UBQIU,0.13,Low Risk
1813-JLKWR,0.0,Low Risk
0336-PIKEI,0.0,Low Risk
7322-OCWHC,0.01,Low Risk
9537-VHDTA,0.18,Low Risk
4957-TIALW,0.04,Low Risk
2054-PJOCK,0.0,Low Risk
9150-HEPMB,0.03,Low Risk
9030-QGZNL,0.01,Low Risk
6204-IEUXJ,0.81,High Risk
3126-WQMGH,0.1,Low Risk
4529-CKBCL,0.95,High Risk
2506-CLAKW,0.88,High Risk
7176-WRTNX,0.26,Low Risk
1583-IHQZE,0.87,High Risk
5732-IKGQH,0.16,Low Risk
9239-GZHZE,0.0,Low Risk
7205-BAIAD,0.0,Low Risk
0151-ONTOV,0.88,High Risk
4140-MUHUG,0.86,High Risk
0093-EXYQL,0.1,Low Risk
8064-RAVOH,0.63,Medium Risk
0219-QAERP,0.0,Low Risk
0320-JDNQG,0.76,High Risk
7180-PISOG,0.92,High Risk
9168-INPSZ,0.49,Medium Risk
3571-RFHAR,0.63,Medium Risk
0015-UOCOJ,0.12,Low Risk
5334-AFQJB,0.0,Low Risk
2754-SDJRD,0.3,Low Risk
9578-VRMNM,0.71,High Risk
1587-FKLZB,0.81,High Risk
6140-QNRQQ,0.56,Medium Risk
8963-JLGJT,0.38,Medium Risk
4307-KTUMW,0.71,High Risk
1465-LNTLJ,0.06,Low Risk
5440-FLBQG,0.23,Low Risk
2135-DQWAQ,0.21,Low Risk
4056-QHXHZ,0.02,Low Risk
7470-MCQTK,0.84,High Risk
7488-MXJIV,0.8,High Risk
7401-JIXNM,0.0,Low Risk
9339-FIIJL,0.0,Low Risk
2027-FECZV,0.91,High Risk
2672-DZUOY,0.91,High Risk
4706-DGAHW,0.32,Medium Risk
3870-MQAMG,0.71,High Risk
6670-MFRPK,0.04,Low Risk
6177-PEVRA,0.12,Low Risk
4800-CZMPC,0.75,High Risk
4813-HQMGZ,0.29,Low Risk
7579-KKLOE,0.02,Low Risk
7377-DMMRI,0.7,Medium Risk
8402-EIVQS,0.08,Low Risk
4947-DSMXK,0.14,Low Risk
7245-NIIWQ,0.39,Medium Risk
0002-ORFBO,0.06,Low Risk
3324-OIRTO,0.06,Low Risk
5414-OFQCB,0.06,Low Risk
4967-WPNCF,0.01,Low Risk
8552-OBVRU,0.13,Low Risk
8499-BRXTD,0.04,Low Risk
9154-QDGTH,0.09,Low Risk
8197-BFWVU,0.0,Low Risk
2577-GVSIL,0.1,Low Risk
9367-OIUXP,0.04,Low Risk
6770-UAYGJ,0.0,Low Risk
6463-HHXJR,0.06,Low Risk
7928-VJYAB,0.16,Low Risk
1187-WILMM,0.0,Low Risk
9776-OJUZI,0.11,Low Risk
1306-RPWXZ,0.04,Low Risk
8949-JTMAY,0.37,Medium Risk
2774-LVQUS,0.8,High Risk
3097-PYWXL,0.03,Low Risk
2266-SJNAT,0.11,Low Risk
0869-PAPRP,0.09,Low Risk
4238-JSSWH,0.27,Low Risk
2972-YDYUW,0.14,Low Risk
1104-FEJAM,0.07,Low Risk
2809-ILCYT,0.03,Low Risk
5499-ECUTN,0.04,Low Risk
4981-FLTMF,0.09,Low Risk
9121-PHQSR,0.18,Low Risk
3113-IWHLC,0.07,Low Risk
3211-ILJTT,0.73,High Risk
4612-THJBS,0.79,High Risk
4277-BWBML,0.0,Low Risk
4094-NSEDU,0.85,High Risk
0234-TEVTT,0.06,Low Risk
4304-TSPVK,0.05,Low Risk
1552-AAGRX,0.19,Low Risk
2637-FKFSY,0.16,Low Risk
9796-MVYXX,0.06,Low Risk
7874-ECPQJ,0.07,Low Risk
0020-INWCK,0.05,Low Risk
7089-RKVSZ,0.0,Low Risk
2683-JXWQQ,0.13,Low Risk
9548-ZMVTX,0.0,Low Risk
8739-XNIKG,0.36,Medium Risk
9755-JHNMN,0.01,Low Risk
3981-QSVQI,0.03,Low Risk
2789-HQBOU,0.25,Low Risk
9424-CMPOG,0.0,Low Risk
5067-WJEUN,0.0,Low Risk
3450-WXOAT,0.06,Low Risk
9251-WNSOD,0.02,Low Risk
6974-DAFLI,0.03,Low Risk
2616-UUTFK,0.01,Low Risk
7064-JHXCE,0.0,Low Risk
5103-MHMHY,0.89,High Risk
7989-AWGEH,0.01,Low Risk
4373-VVHQL,0.39,Medium Risk
4559-UWIHT,0.32,Medium Risk
7268-IGMFD,0.05,Low Risk
1846-XWOQN,0.8,High Risk
0235-KGSLC,0.95,High Risk
6650-BWFRT,0.0,Low Risk
9570-KYEUA,0.03,Low Risk
6993-YGFJV,0.08,Low Risk
2712-SYWAY,0.13,Low Risk
0730-BGQGF,0.0,Low Risk
5498-IBWPI,0.03,Low Risk
9101-NTIXF,0.02,Low Risk
0013-SMEOE,0.0,Low Risk
9314-QDMDW,0.11,Low Risk
9308-ANMVE,0.03,Low Risk
2884-GBPFB,0.79,High Risk
3757-NJYBX,0.72,High Risk
3413-DHLPB,0.07,Low Risk
7649-PHJVR,0.01,Low Risk
6114-TCFID,0.02,Low Risk
3787-TRIAL,0.18,Low Risk
2573-GYRUU,0.2,Low Risk
5156-UMKOW,0.07,Low Risk
1247-QBVSH,0.04,Low Risk
6734-GMPVK,0.22,Low Risk
9822-OAOVB,0.19,Low Risk
6161-ERDGD,0.22,Low Risk
1226-JZNKR,0.1,Low Risk
7318-EIVKO,0.1,Low Risk
3771-PZOBW,0.2,Low Risk
5136-KCKGI,0.67,Medium Risk
8231-BSWXX,0.09,Low Risk
6486-LHTMA,0.12,Low Risk
4083-BFNYK,0.05,Low Risk
3722-WPXTK,0.93,High Risk
7389-KBFIT,0.15,Low Risk
7176-WIONM,0.74,High Risk
5141-ZUVBH,0.23,Low Risk
1089-HDMKP,0.06,Low Risk
7623-HKYRK,0.02,Low Risk
0310-SUCIN,0.01,Low Risk
5197-PYEPU,0.11,Low Risk
2929-ERCFZ,0.43,Medium Risk
7548-SEPYI,0.96,High Risk
8835-VSDSE,0.49,Medium Risk
6619-RPLQZ,0.0,Low Risk
3275-RHRNE,0.02,Low Risk
3503-TYDAY,0.09,Low Risk
6901-GOGZG,0.03,Low Risk
1623-NLDOT,0.12,Low Risk
7021-XSNYE,0.04,Low Risk
9621-OUPYD,0.0,Low Risk
9898-KZQDZ,0.74,High Risk
8982-NHAVY,0.1,Low Risk
4307-KWMXE,0.08,Low Risk
0141-YEAYS,0.17,Low Risk
2450-ZKEED,0.04,Low Risk
3694-DELSO,0.2,Low Risk
3893-JRNFS,0.05,Low Risk
9603-OAIHC,0.38799999999999996,Medium Risk
1133-KXCGE,0.04,Low Risk
5236-PERKL,0.81,High Risk
0142-GVYSN,0.01,Low Risk
1049-FYSYG,0.2,Low Risk
7854-FOKSF,0.93,High Risk
2519-FAKOD,0.69,Medium Risk
8406-LNMHF,0.02,Low Risk
1821-BUCWY,0.01,Low Risk
8263-JQAIK,0.91,High Risk
0023-UYUPN,0.07,Low Risk
8314-DPQHL,0.04,Low Risk
1465-WCZVT,0.04,Low Risk
9481-SFCQY,0.02,Low Risk
6360-SVNWV,0.14,Low Risk
0567-GGCAC,0.08,Low Risk
7089-IVVAZ,0.89,High Risk
8884-MRNSU,0.0,Low Risk
2171-UDMFD,0.06,Low Risk
9050-IKDZA,0.42,Medium Risk
2205-YMZZJ,0.81,High Risk
9802-CAQUT,0.0,Low Risk
1254-IZEYF,0.86,High Risk
0187-WZNAB,0.21,Low Risk
9492-TOKRI,0.72,High Risk
1475-VWVDO,0.18,Low Risk
9221-OTIVJ,0.89,High Risk
1357-MVDOZ,0.07,Low Risk
7602-MVRMB,0.01,Low Risk
3325-FUYCG,0.64,Medium Risk
5908-QMGOE,0.81,High Risk
1197-BVMVG,0.85,High Risk
5406-KGRMX,0.0,Low Risk
8481-YYXWG,0.83,High Risk
5968-HYJRZ,0.0,Low Risk
5198-EFNBM,0.14,Low Risk
7516-GMHUV,0.19,Low Risk
7140-ADSMJ,0.01,Low Risk
2230-XTUWL,0.0,Low Risk
7706-YLMQA,0.01,Low Risk
2585-KTFRE,0.17,Low Risk
7994-UYIVZ,0.33,Medium Risk
2609-IAICY,0.98,High Risk
1740-CSDJP,0.96,High Risk
7717-BICXI,0.0,Low Risk
6559-RAKOZ,0.08,Low Risk
2636-OHFMN,0.79,High Risk
4716-MRVEN,0.0,Low Risk
2143-LJULT,0.0,Low Risk
1323-OOEPC,0.75,High Risk
3200-MNQTF,0.01,Low Risk
6164-HXUGH,0.05,Low Risk
5630-IXDXV,0.22,Low Risk
0320-DWVTU,0.03,Low Risk
9135-MGVPY,0.0,Low Risk
1212-GLHMD,0.28,Low Risk
7878-JGDKK,0.18,Low Risk
1088-AUUZZ,0.0,Low Risk
0397-GZBBC,0.64,Medium Risk
6614-YWYSC,0.0,Low Risk
9588-OZDMQ,0.18,Low Risk
7641-EUYET,0.83,High Risk
6476-EPYZR,0.01,Low Risk
9921-ZVRHG,0.84,High Risk
1174-FGIFN,0.44,Medium Risk
6620-HVDUJ,0.02,Low Risk
4701-MLJPN,0.04,Low Risk
1032-MAELW,0.08,Low Risk
7641-TQFHN,0.04,Low Risk
1552-TKMXS,0.03,Low Risk
9206-GVPEQ,0.75,High Risk
8622-ZLFKO,0.31,Medium Risk
1596-BBVTG,0.71,High Risk
6188-UXBBR,0.0,Low Risk
2333-KWEWW,0.0,Low Risk
5702-SKUOB,0.13,Low Risk
1134-YWTYF,0.05,Low Risk
6061-GWWAV,0.03,Low Risk
0679-TDGAK,0.04,Low Risk
6585-WCEWR,0.01,Low Risk
9067-YGSCA,0.01,Low Risk
9067-SQTNS,0.01,Low Risk
8433-WXGNA,0.86,High Risk
1776-SPBWV,0.01,Low Risk
8735-SDUFN,0.0,Low Risk
9668-PUGNU,0.0,Low Risk
9405-GPBBG,0.02,Low Risk
1926-QUZNN,0.0,Low Risk
3707-GNWHM,0.92,High Risk
7016-NVRIC,0.04,Low Risk
5829-NVSQN,0.01,Low Risk
9565-AXSMR,0.04,Low Risk
8922-LIEGH,0.92,High Risk
8869-LIHMK,0.05,Low Risk
8245-UMPYT,0.87,High Risk
5186-SAMNZ,0.9,High Risk
0447-RXSGD,0.22,Low Risk
4927-WWOOZ,0.7,Medium Risk
5788-YPOEG,0.01,Low Risk
5373-SFODM,0.68,Medium Risk
0661-KBKPA,0.18,Low Risk
9081-WWXKP,0.0,Low Risk
0784-ZQJZX,0.0,Low Risk
3133-PZNSR,0.0,Low Risk
5766-ZJYBB,0.41,Medium Risk
8931-GJJIQ,0.95,High Risk
4277-PVRAN,0.82,High Risk
0022-TCJCI,0.6,Medium Risk
0722-SVSFK,0.24,Low Risk
3612-YVGSJ,0.0,Low Risk
9825-YCXWZ,0.11,Low Risk
5397-NSKQG,0.02,Low Risk
8565-HBFNN,0.17,Low Risk
2000-DHJUY,0.01,Low Risk
0203-HHYIJ,0.62,Medium Risk
8670-ERCJH,0.01,Low Risk
7758-UJWYS,0.02,Low Risk
2050-ONYDQ,0.0,Low Risk
7055-JCGNI,0.05,Low Risk
0739-UUAJR,0.0,Low Risk
4826-DXMUP,0.4,Medium Risk
0952-KMEEH,0.82,High Risk
7285-KLOTR,0.03,Low Risk
0654-PQKDW,0.02,Low Risk
7175-NTIXE,0.06,Low Risk
7963-SHNDT,0.0,Low Risk
9796-BPKIW,0.46,Medium Risk
0188-GWFLE,0.035,Low Risk
8129-GMVGI,0.0,Low Risk
2882-DDZPG,0.03,Low Risk
3547-LQRIK,0.01,Low Risk
9137-NOQKA,0.21,Low Risk
5843-TTHGI,0.07,Low Risk
1849-RJYIG,0.09,Low Risk
8868-GAGIO,0.02,Low Risk
4061-UKJWL,0.12,Low Risk
5380-XPJNZ,0.0,Low Risk
8263-QMNTJ,0.01,Low Risk
8178-EYZUO,0.74,High Risk
3230-JCNZS,0.01,Low Risk
0277-ORXQS,0.0,Low Risk
5130-IEKQT,0.84,High Risk
3230-WYKIR,0.63,Medium Risk
7996-BPXHY,0.02,Low Risk
3227-WLKLI,0.0,Low Risk
0407-BDJKB,0.81,High Risk
2266-FUBDZ,0.0,Low Risk
8237-ULIXL,0.0,Low Risk
9600-UDOPK,0.39,Medium Risk
8216-AZUUZ,0.24,Low Risk
9153-BTBVV,0.0,Low Risk
4074-SJFFA,0.85,High Risk
3269-ATYWD,0.45,Medium Risk
5186-PEIZU,0.03,Low Risk
1074-AMIOH,0.21,Low Risk
4910-GMJOT,0.95,High Risk
0354-WYROK,0.79,High Risk
4361-FEBGN,0.0,Low Risk
7748-UMTRK,0.19,Low Risk
0380-ZCSBI,0.0,Low Risk
7145-FEJWU,0.7,Medium Risk
6463-MVYRY,0.01,Low Risk
3969-JQABI,0.04,Low Risk
9624-EGDEQ,0.0,Low Risk
1051-EQPZR,0.04,Low Risk
5849-ASHZJ,0.0,Low Risk
5780-INQIK,0.11,Low Risk
7576-OYWBN,0.96,High Risk
4526-ZJJTM,0.1,Low Risk
8384-FZBJK,0.13,Low Risk
3750-RNQKR,0.03,Low Risk
0962-CQPWQ,0.0,Low Risk
3096-YXENJ,0.15,Low Risk
1265-BCFEO,0.01,Low Risk
5837-LXSDN,0.03,Low Risk
5945-AZYHT,0.11,Low Risk
8325-QRPZR,0.14,Low Risk
6384-VMJHP,0.02,Low Risk
2262-SLNVK,0.3457142857142857,Medium Risk
7730-CLDSV,0.01,Low Risk
1135-HIORI,0.08,Low Risk
0164-APGRB,0.02,Low Risk
6481-ESCNL,0.11,Low Risk
1790-NESIO,0.0,Low Risk
1550-EENBN,0.14,Low Risk
5539-TMZLF,0.99,High Risk
4323-SADQS,0.71,High Risk
4446-BZKHU,0.38,Medium Risk
5202-IVJNU,0.72,High Risk
5976-JCJRH,0.99,High Risk
8198-RKSZG,0.09,Low Risk
0137-OCGAB,0.78,High Risk
3351-NQLDI,0.66,Medium Risk
9297-EONCV,0.0,Low Risk
7593-JNWRU,0.74,High Risk
4588-YBNIB,0.75,High Risk
1069-QJOEE,0.0,Low Risk
3336-JORSO,0.73,High Risk
7799-DSEWS,0.06,Low Risk
8766-PAFNE,0.0,Low Risk
5315-CKEQK,0.12,Low Risk
3130-ICDUP,0.69,Medium Risk
0820-FNRNX,0.04,Low Risk
0880-FVFWF,0.1,Low Risk
4611-ANLQC,0.11,Low Risk
4213-HKBJO,0.06,Low Risk
2792-LSHWX,0.79,High Risk
5028-GZLDO,0.77,High Risk
0014-BMAQU,0.01,Low Risk
6861-XWTWQ,1.0,High Risk
9018-PCIOK,0.01,Low Risk
4837-QUSFT,0.03,Low Risk
6877-TJMBR,0.91,High Risk
9953-ZMKSM,0.0,Low Risk
0907-HQNTS,0.0,Low Risk
7665-NKLAV,0.0,Low Risk
6769-DCQLI,0.28,Low Risk
2433-KMEAS,0.74,High Risk
4391-LNRXK,0.05,Low Risk
8250-ZNGGW,0.34,Medium Risk
2195-ZRVAX,0.72,High Risk
3550-SAHFP,0.86,High Risk
2011-TRQYE,0.64,Medium Risk
8562-GHPPI,0.0,Low Risk
5893-PYOLZ,0.0,Low Risk
4986-MXSFP,0.02,Low Risk
6131-FOYAS,0.06,Low Risk
3027-YNWZU,0.0,Low Risk
5609-IMCGG,0.12,Low Risk
4873-ILOLJ,0.41,Medium Risk
4727-MCYZG,0.17,Low Risk
9481-WHGWY,0.07,Low Risk
2725-KXXWT,0.77,High Risk
9565-DJPIB,0.75,High Risk
4328-VUFWD,0.01,Low Risk
3301-LSLWQ,0.06,Low Risk
7473-ZBDSN,0.03,Low Risk
3166-PNEOF,0.0,Low Risk
5639-NTUPK,0.08,Low Risk
8780-YRMTT,0.0,Low Risk
8348-HFYIV,0.97,High Risk
5140-FOMCQ,0.24,Low Risk
6242-SGYTS,0.05,Low Risk
8166-ORCHU,0.06,Low Risk
8414-OOEEL,0.0,Low Risk
8454-AATJP,0.0,Low Risk
6849-WLEYG,0.7866666666666666,High Risk
4659-NZRUF,0.83,High Risk
4531-AUZNK,0.07,Low Risk
4191-XOVOM,0.16,Low Risk
2150-OEGBV,0.02,Low Risk
8429-XIBUM,0.79,High Risk
1855-CFULU,0.03,Low Risk
4878-BUNFV,0.0,Low Risk
1872-EBWSC,0.0,Low Risk
2608-BHKFN,0.92,High Risk
7026-YMSBE,0.0,Low Risk
7341-LXCAF,0.95,High Risk
6997-UVGOX,0.0,Low Risk
9674-EHPPG,0.0,Low Risk
9462-MJUAW,0.79,High Risk
8128-YVJRG,0.28,Low Risk
5440-VHLUL,0.22,Low Risk
5781-BKHOP,0.01,Low Risk
4283-FUTGF,0.82,High Risk
5213-TWWJU,0.08,Low Risk
1569-TTNYJ,0.97,High Risk
8628-MFKAX,0.0,Low Risk
2397-BRLOM,0.84,High Risk
7629-WIXZF,0.18,Low Risk
5445-GLVOT,0.48,Medium Risk
3976-HXHCE,0.02,Low Risk
2466-NEJOJ,0.02,Low Risk
0254-KCJGT,0.04,Low Risk
5472-CVMDX,0.01,Low Risk
6461-SZMCV,0.0,Low Risk
8150-QUDFX,0.1,Low Risk
9508-ILZDG,0.41,Medium Risk
2346-DJQTB,0.1,Low Risk
1697-LYYYX,0.03,Low Risk
1942-OQFRW,0.08,Low Risk
4749-VFKVB,0.87,High Risk
9640-ZSLDC,0.09,Low Risk
4231-LZUYM,0.0,Low Risk
7598-UAASY,0.81,High Risk
7938-OUHIO,0.8,High Risk
8510-AWCXC,0.88,High Risk
6128-AQBMT,0.3,Low Risk
3594-BDSOA,0.0,Low Risk
0431-APWVY,0.73,High Risk
5133-VRSAB,0.12,Low Risk
5996-DAOQL,0.08,Low Risk
6838-YAUVY,0.02,Low Risk
0484-JPBRU,0.04,Low Risk
7883-ROJOC,0.04,Low Risk
0244-LGNFY,0.0,Low Risk
7274-CGTOD,0.0,Low Risk
4295-YURET,0.05,Low Risk
3426-NIYYL,0.67,Medium Risk
8225-BTJAU,0.81,High Risk
4635-EJYPD,0.0,Low Risk
1866-ZSLJM,0.0,Low Risk
4636-TVXVG,0.0,Low Risk
4236-UJPWO,0.22,Low Risk
9392-XBGTD,0.0,Low Risk
3387-VATUS,0.92,High Risk
6402-SSEJG,0.15,Low Risk
1143-NMNQJ,0.99,High Risk
1169-SAOCL,0.12,Low Risk
1110-KYLGQ,0.09,Low Risk
9929-PLVPA,0.11,Low Risk
3518-PZXZQ,0.23,Low Risk
2371-JUNGC,0.07,Low Risk
7693-QPEFS,0.06,Low Risk
0924-BJCRC,0.05,Low Risk
5074-FBGHB,0.16,Low Risk
2351-BKRZW,0.01,Low Risk
4455-BFSPD,0.07,Low Risk
0415-MOSGF,0.78,High Risk
1724-BQUHA,0.56,Medium Risk
3948-KXDUF,0.02,Low Risk
2323-ARSVR,0.05,Low Risk
0815-MFZGM,0.03,Low Risk
4826-XTSOH,0.92,High Risk
5480-XTFFL,0.01,Low Risk
8295-FHIVV,0.03,Low Risk
2495-INZWQ,0.6,Medium Risk
9086-YJYXS,0.01,Low Risk
1179-INLAT,0.01,Low Risk
7909-FIOIY,0.19,Low Risk
4139-SUGLD,0.74,High Risk
6857-VWJDT,0.79,High Risk
6351-SCJKT,0.13,Low Risk
5468-BPMMO,0.03,Low Risk
5624-BQSSA,0.7827380952380953,High Risk
0197-PNKNK,0.05,Low Risk
2439-QKJUL,0.04,Low Risk
1194-SPVSP,0.29,Low Risk
9534-NSXEM,0.0,Low Risk
2408-WITXK,0.86,High Risk
8929-KSWIH,0.05,Low Risk
2250-IVBWA,0.07,Low Risk
1810-MVMAI,0.14,Low Risk
9506-UXUSK,0.19,Low Risk
1229-RCALF,0.06,Low Risk
3572-UOLYZ,0.05,Low Risk
1429-UYJSV,0.01,Low Risk
5577-OTWWW,0.59,Medium Risk
6100-QQHEB,0.45,Medium Risk
6366-XIVKZ,0.19,Low Risk
3470-OBUET,0.01,Low Risk
2770-NSVDG,0.12,Low Risk
9375-MHRRS,0.15,Low Risk
2634-HCZGT,0.61,Medium Risk
7503-QQRVF,0.86,High Risk
4860-YZGZM,0.04,Low Risk
6599-GZWCM,0.3,Low Risk
2691-NZETQ,0.74,High Risk
4404-HIBDJ,0.61,Medium Risk
5533-NHFRF,0.25,Low Risk
7037-MTYVW,0.0,Low Risk
4760-THGOT,0.14,Low Risk
7295-JOMMD,0.89,High Risk
4016-BJKTZ,0.14,Low Risk
6584-VQMYT,0.03,Low Risk
9838-BFCQT,0.0,Low Risk
2790-XUYMV,0.01,Low Risk
0581-MDMPW,0.4,Medium Risk
5013-SBUIH,0.67,Medium Risk
1023-BQXZE,0.02,Low Risk
9163-GHAYE,0.03,Low Risk
3904-UKFRE,0.15,Low Risk
5353-WILCI,0.07,Low Risk
0709-TVGUR,0.83,High Risk
0058-EVZWM,0.03,Low Risk
6023-YEBUP,0.99,High Risk
7209-JCUDS,0.79,High Risk
7009-PCARS,0.07,Low Risk
0519-DRGTI,0.02,Low Risk
1017-FBQMM,0.08,Low Risk
3001-CBHLQ,0.35,Medium Risk
1985-MBRYP,0.01,Low Risk
6158-DWPZT,0.72,High Risk
9372-TXXPS,0.03,Low Risk
3259-QMXUN,0.01,Low Risk
1015-JPFYW,0.02,Low Risk
6645-MXQJT,0.23,Low Risk
4360-QRAVE,0.15,Low Risk
8433-WPJTV,0.1,Low Risk
5804-JMYIO,0.0,Low Risk
3763-GCZHZ,0.7,Medium Risk
6484-LATFU,0.0,Low Risk
7599-NTMDP,0.0,Low Risk
0772-GYEQQ,0.28,Low Risk
0536-ACXIP,0.0,Low Risk
0936-NQLJU,0.0,Low Risk
4831-EOBFE,0.75,High Risk
1575-KRZZE,0.18,Low Risk
3251-YMVWZ,0.02,Low Risk
4102-OQUPX,0.85,High Risk
9170-GYZJC,0.64,Medium Risk
4884-LEVMQ,0.0,Low Risk
8857-CUPFQ,0.03,Low Risk
7610-TVOPG,0.27,Low Risk
3638-DIMPH,0.08,Low Risk
1845-ZLLIG,0.2,Low Risk
8559-WNQZS,0.01,Low Risk
3999-QGRJH,0.64,Medium Risk
1699-UOTXU,0.0,Low Risk
2454-RPBRZ,0.9,High Risk
0635-WKOLD,0.06,Low Risk
5993-JSUWV,0.0,Low Risk
4518-FZBSX,0.0,Low Risk
5387-ASZNZ,0.07,Low Risk
6988-CJEYV,0.12,Low Risk
2002-MZHWP,0.53925,Medium Risk
3097-FQTVJ,0.0,Low Risk
5465-BUBFA,0.0,Low Risk
7299-GNVPL,0.05,Low Risk
9743-DQKQW,0.25,Low Risk
1215-VFYVK,0.15,Low Risk
9371-BITHB,0.0,Low Risk
2265-CYWIV,0.94,High Risk
9093-FPDLG,0.24,Low Risk
0541-FITGH,0.07,Low Risk
6985-HAYWX,0.14,Low Risk
7508-KBIMB,0.03,Low Risk
6838-HVLXG,0.01,Low Risk
2277-DJJDL,0.3,Low Risk
1897-OKVMW,0.0,Low Risk
5485-ITNPC,0.01,Low Risk
0233-FTHAV,0.01,Low Risk
4644-PIZRT,0.12,Low Risk
8922-NPKBJ,0.0,Low Risk
2740-TVLFN,0.21,Low Risk
7771-CFQRQ,0.04,Low Risk
9512-PHSMG,0.04,Low Risk
6963-EZQEE,0.0,Low Risk
2452-KDRRH,0.48,Medium Risk
2004-OCQXK,0.99,High Risk
5027-QPKTE,0.81,High Risk
4146-SVFUD,0.11,Low Risk
1564-HJUVY,0.21,Low Risk
3617-XLSGQ,0.08,Low Risk
7517-LDMPS,0.22,Low Risk
7244-KXYZN,0.0,Low Risk
5226-NOZFC,0.16,Low Risk
2672-HUYVI,0.91,High Risk
1400-WIVLL,0.07,Low Risk
7508-MYBOG,0.89,High Risk
8148-NLEGT,0.0,Low Risk
0148-DCDOS,0.27,Low Risk
8347-GDTMP,0.0,Low Risk
9992-RRAMN,0.84,High Risk
6746-WAUWT,0.0,Low Risk
0310-MVLET,0.28,Low Risk
0428-IKYCP,0.1,Low Risk
4550-VBOFE,0.48,Medium Risk
2187-PKZAY,0.18,Low Risk
4003-OCTMP,0.13,Low Risk
6652-YFFJO,0.21,Low Risk
7225-IILWY,0.0,Low Risk
5248-RPYWW,0.0,Low Risk
7923-IYJWY,0.27,Low Risk
3170-GWYKC,0.03,Low Risk
5696-QURRL,0.63,Medium Risk
7409-KIUTL,0.93,High Risk
9830-ECLEN,0.04,Low Risk
1732-VHUBQ,0.63,Medium Risk
0495-RVCBF,0.97,High Risk
2668-TZSPS,0.115,Low Risk
7854-EDSSA,0.67,Medium Risk
8869-TORSS,0.67,Medium Risk
7446-SFAOA,0.0,Low Risk
9522-ZSINC,0.02,Low Risk
8234-GSZYK,0.02,Low Risk
6505-OZNPG,0.06,Low Risk
6164-HAQTX,0.0,Low Risk
0679-IDSTG,0.98,High Risk
7765-LWVVH,0.04,Low Risk
1658-TJVOA,0.12,Low Risk
0953-LGOVU,0.22,Low Risk
2115-BFTIW,0.67,Medium Risk
4692-NNQRU,0.07,Low Risk
7742-MYPGI,0.28,Low Risk
0611-DFXKO,0.72,High Risk
7780-OTDSO,0.83,High Risk
9619-GSATL,0.02,Low Risk
5622-UEJFI,0.01,Low Risk
9747-DDZOS,0.83,High Risk
0674-DGMAQ,0.31,Medium Risk
6203-HBZPA,0.0,Low Risk
0484-FFVBJ,0.04,Low Risk
0301-FIDRB,0.0,Low Risk
4139-JPIAM,0.06,Low Risk
2181-TIDSV,0.0,Low Risk
2761-XECQW,0.2,Low Risk
1936-CZAKF,0.0,Low Risk
9453-PATOS,0.0,Low Risk
0564-JJHGS,0.95,High Risk
3348-CFRNX,0.77,High Risk
4402-FTBXC,0.07,Low Risk
1428-GTBJJ,0.79,High Risk
2931-XIQBR,0.05,Low Risk
0106-UGRDO,0.02,Low Risk
5542-TBBWB,0.6921309523809522,Medium Risk
1930-QPBVZ,0.03,Low Risk
2606-PKWJB,0.06,Low Risk
5322-ZSMZY,0.0,Low Risk
8059-UDZFY,0.11,Low Risk
7740-BTPUX,0.07,Low Risk
5220-AGAAX,0.0,Low Risk
0208-BPQEJ,0.11,Low Risk
9435-JMLSX,0.0,Low Risk
3352-ALMCK,0.24,Low Risk
5312-IRCFR,0.03,Low Risk
5294-IMHHT,0.08,Low Risk
8802-UNOJF,0.79,High Risk
